train_no,journey_date,station_seq,station_code,delay_min,reporting_lag_min,scheduled_count
12723,2025-10-14,12,KOTA,11.5,0,12
12723,2025-10-14,13,MAS,5.6,0,4
12723,2025-10-14,14,SBC,14.7,0,13
12723,2025-10-14,15,NDLS,16.3,0,7
12004,2025-10-01,1,GZB,0.0,22,2
12004,2025-10-01,2,ALJN,1.0,0,7
12004,2025-10-01,3,TDL,0.3,0,17
12004,2025-10-01,4,CNB,0.0,0,17
12004,2025-10-01,5,PRYJ,0.0,0,13
12004,2025-10-01,6,DDU,0.0,17,13
12004,2025-10-01,7,PNBE,0.0,0,7
12004,2025-10-01,8,HWH,0.0,0,5
12004,2025-10-01,9,BCT,4.3,0,9
12004,2025-10-01,10,BRC,2.3,33,5
12004,2025-10-01,11,RTM,3.9,10,14
12004,2025-10-01,12,KOTA,4.5,0,15
12004,2025-10-01,13,MAS,12.5,0,15
12004,2025-10-01,14,SBC,9.2,0,6
12004,2025-10-01,15,NDLS,13.7,0,11
12302,2025-12-20,1,GZB,0.0,0,4
12302,2025-12-20,2,ALJN,0.0,0,4
12302,2025-12-20,3,TDL,0.0,0,12
12302,2025-12-20,4,CNB,0.0,0,14
12302,2025-12-20,5,PRYJ,0.0,0,16
12302,2025-12-20,6,DDU,0.0,0,4
12302,2025-12-20,7,PNBE,0.0,0,12
12302,2025-12-20,8,HWH,0.0,0,4
12302,2025-12-20,9,BCT,0.0,0,12
12302,2025-12-20,10,BRC,0.0,8,8
12302,2025-12-20,11,RTM,0.0,17,12
12302,2025-12-20,12,KOTA,0.0,0,2
12302,2025-12-20,13,MAS,0.0,0,15
12925,2025-10-06,1,GZB,0.0,0,15
12925,2025-10-06,2,ALJN,0.0,0,8
12925,2025-10-06,3,TDL,0.0,0,4
12925,2025-10-06,4,CNB,0.0,34,11
12925,2025-10-06,5,PRYJ,0.0,0,10
12925,2025-10-06,6,DDU,0.0,25,15
12925,2025-10-06,7,PNBE,0.0,18,8
12925,2025-10-06,8,HWH,0.0,0,4
12925,2025-10-06,9,BCT,0.0,0,3
12925,2025-10-06,10,BRC,0.0,0,3
12925,2025-10-06,11,RTM,0.9,26,11
12925,2025-10-06,12,KOTA,4.2,13,17
12925,2025-10-06,13,MAS,4.4,0,17
12925,2025-10-06,14,SBC,4.2,0,16
12925,2025-10-06,15,NDLS,8.3,0,12
12925,2025-10-06,16,GZB,15.0,10,12
12925,2025-10-06,17,ALJN,21.8,0,3
12925,2025-10-06,18,TDL,22.5,0,4
12925,2025-10-06,19,CNB,34.4,0,14
12925,2025-10-06,20,PRYJ,32.9,0,4
12925,2025-10-06,21,DDU,35.6,0,4
12925,2025-10-06,22,PNBE,36.5,0,14
12002,2025-10-13,1,GZB,0.0,0,12
12002,2025-10-13,2,ALJN,0.0,0,3
12002,2025-10-13,3,TDL,0.0,0,4
12002,2025-10-13,4,CNB,0.0,0,15
12002,2025-10-13,5,PRYJ,0.0,0,7
12002,2025-10-13,6,DDU,0.0,19,12
12002,2025-10-13,7,PNBE,0.0,0,3
12002,2025-10-13,8,HWH,0.1,0,10
12002,2025-10-13,9,BCT,2.8,0,8
12002,2025-10-13,10,BRC,0.0,0,9
12002,2025-10-13,11,RTM,0.0,23,13
12002,2025-10-13,12,KOTA,0.0,0,4
12002,2025-10-13,13,MAS,0.0,0,3
12002,2025-10-13,14,SBC,0.0,0,12
12002,2025-10-13,15,NDLS,0.0,0,4
12002,2025-10-13,16,GZB,0.0,0,15
12259,2025-11-07,1,GZB,0.0,13,10
12259,2025-11-07,2,ALJN,0.0,31,11
12259,2025-11-07,3,TDL,0.0,19,3
12259,2025-11-07,4,CNB,3.5,30,10
12259,2025-11-07,5,PRYJ,6.8,0,6
12259,2025-11-07,6,DDU,7.4,0,4
12259,2025-11-07,7,PNBE,5.1,0,10
12259,2025-11-07,8,HWH,3.2,22,9
12259,2025-11-07,9,BCT,3.2,0,10
12259,2025-11-07,10,BRC,9.5,0,10
12259,2025-11-07,11,RTM,14.3,0,10
12259,2025-11-07,12,KOTA,12.9,0,14
12259,2025-11-07,13,MAS,11.3,0,13
22416,2025-12-20,1,GZB,9.7,0,8
22416,2025-12-20,2,ALJN,10.8,0,10
22416,2025-12-20,3,TDL,15.9,32,7
22416,2025-12-20,4,CNB,18.3,0,6
22416,2025-12-20,5,PRYJ,17.7,0,4
22416,2025-12-20,6,DDU,16.1,0,9
22416,2025-12-20,7,PNBE,17.3,0,14
22416,2025-12-20,8,HWH,18.4,11,17
22416,2025-12-20,9,BCT,20.7,0,2
22416,2025-12-20,10,BRC,22.9,0,8
12626,2025-11-15,1,GZB,0.0,0,5
12626,2025-11-15,2,ALJN,0.0,32,14
12626,2025-11-15,3,TDL,0.0,24,16
12626,2025-11-15,4,CNB,3.4,0,16
12626,2025-11-15,5,PRYJ,0.6,0,3
12626,2025-11-15,6,DDU,1.8,0,6
12626,2025-11-15,7,PNBE,3.3,0,13
12626,2025-11-15,8,HWH,0.0,0,9
12626,2025-11-15,9,BCT,7.5,0,11
12626,2025-11-15,10,BRC,9.7,0,8
12626,2025-11-15,11,RTM,17.5,0,5
12626,2025-11-15,12,KOTA,29.9,0,11
12626,2025-11-15,13,MAS,31.6,0,3
12302,2025-10-23,1,GZB,0.0,0,15
12302,2025-10-23,2,ALJN,0.0,0,12
12302,2025-10-23,3,TDL,0.0,0,16
12302,2025-10-23,4,CNB,0.0,0,3
12302,2025-10-23,5,PRYJ,0.0,20,11
12302,2025-10-23,6,DDU,0.0,0,13
12302,2025-10-23,7,PNBE,0.0,0,6
12302,2025-10-23,8,HWH,0.0,29,4
12302,2025-10-23,9,BCT,0.0,0,13
12302,2025-10-23,10,BRC,0.0,0,4
12302,2025-10-23,11,RTM,0.0,0,12
12302,2025-10-23,12,KOTA,0.0,0,12
12302,2025-10-23,13,MAS,0.0,0,14
12302,2025-10-23,14,SBC,0.0,0,3
12302,2025-10-23,15,NDLS,0.0,0,7
12302,2025-10-23,16,GZB,0.0,16,3
12302,2025-10-23,17,ALJN,0.0,0,17
12302,2025-10-23,18,TDL,0.0,0,7
12302,2025-10-23,19,CNB,2.2,34,8
12302,2025-10-23,20,PRYJ,5.7,0,17
12295,2025-12-12,1,GZB,2.2,12,13
12295,2025-12-12,2,ALJN,3.0,0,8
12295,2025-12-12,3,TDL,9.2,7,6
12295,2025-12-12,4,CNB,8.4,23,5
12295,2025-12-12,5,PRYJ,16.0,0,13
12295,2025-12-12,6,DDU,17.9,0,2
12295,2025-12-12,7,PNBE,20.1,0,6
12295,2025-12-12,8,HWH,32.3,0,12
12295,2025-12-12,9,BCT,38.2,21,13
12295,2025-12-12,10,BRC,41.1,0,9
12295,2025-12-12,11,RTM,39.4,0,13
12295,2025-12-12,12,KOTA,41.2,0,14
12295,2025-12-12,13,MAS,47.2,0,2
12295,2025-12-12,14,SBC,51.0,0,6
12295,2025-12-12,15,NDLS,48.7,11,10
12295,2025-12-12,16,GZB,51.3,0,7
12295,2025-12-12,17,ALJN,62.9,0,6
12295,2025-12-12,18,TDL,61.4,0,5
12295,2025-12-12,19,CNB,75.5,21,9
12295,2025-12-12,20,PRYJ,85.9,0,6
12295,2025-12-12,21,DDU,83.9,0,16
12423,2025-11-14,1,GZB,43.3,0,9
12423,2025-11-14,2,ALJN,43.0,0,4
12423,2025-11-14,3,TDL,40.3,13,13
12423,2025-11-14,4,CNB,43.3,0,6
12423,2025-11-14,5,PRYJ,44.3,0,4
12423,2025-11-14,6,DDU,47.4,32,13
12423,2025-11-14,7,PNBE,49.4,0,17
12423,2025-11-14,8,HWH,44.7,0,2
12423,2025-11-14,9,BCT,43.6,0,14
12423,2025-11-14,10,BRC,42.0,0,5
12423,2025-11-14,11,RTM,49.7,14,7
12423,2025-11-14,12,KOTA,47.3,18,17
12259,2025-12-17,1,GZB,29.5,19,14
12259,2025-12-17,2,ALJN,37.3,0,10
12259,2025-12-17,3,TDL,40.2,26,8
12259,2025-12-17,4,CNB,44.2,25,17
12259,2025-12-17,5,PRYJ,47.5,0,9
12259,2025-12-17,6,DDU,49.8,0,16
12259,2025-12-17,7,PNBE,53.5,0,6
12259,2025-12-17,8,HWH,56.4,0,5
12259,2025-12-17,9,BCT,50.5,0,6
12259,2025-12-17,10,BRC,56.3,0,16
12259,2025-12-17,11,RTM,60.1,0,12
12259,2025-12-17,12,KOTA,61.2,10,3
12259,2025-12-17,13,MAS,57.1,0,6
12259,2025-12-17,14,SBC,60.6,33,4
12259,2025-12-17,15,NDLS,62.1,0,15
12259,2025-12-17,16,GZB,63.1,0,10
12259,2025-12-17,17,ALJN,66.2,0,7
12259,2025-12-17,18,TDL,64.3,0,3
12259,2025-12-17,19,CNB,73.1,28,17
12431,2025-11-13,1,GZB,16.1,0,7
12431,2025-11-13,2,ALJN,26.5,0,11
12431,2025-11-13,3,TDL,26.7,0,4
12431,2025-11-13,4,CNB,33.1,0,4
12431,2025-11-13,5,PRYJ,33.6,0,16
12431,2025-11-13,6,DDU,35.6,0,7
12431,2025-11-13,7,PNBE,38.0,0,17
12431,2025-11-13,8,HWH,35.4,0,14
12431,2025-11-13,9,BCT,41.1,15,6
12431,2025-11-13,10,BRC,38.4,0,12
12431,2025-11-13,11,RTM,37.7,6,3
12431,2025-11-13,12,KOTA,30.6,0,7
12431,2025-11-13,13,MAS,31.1,7,15
12431,2025-11-13,14,SBC,32.9,0,3
22416,2025-11-03,1,GZB,12.1,0,17
22416,2025-11-03,2,ALJN,24.0,29,4
22416,2025-11-03,3,TDL,28.9,0,16
22416,2025-11-03,4,CNB,27.2,0,8
22416,2025-11-03,5,PRYJ,31.4,0,5
22416,2025-11-03,6,DDU,34.6,10,10
22416,2025-11-03,7,PNBE,39.6,0,7
22416,2025-11-03,8,HWH,49.2,0,3
22416,2025-11-03,9,BCT,49.3,28,4
22416,2025-11-03,10,BRC,50.4,0,12
22416,2025-11-03,11,RTM,56.5,0,14
22416,2025-11-03,12,KOTA,56.9,0,4
22416,2025-11-03,13,MAS,61.1,0,2
22416,2025-11-03,14,SBC,63.0,0,9
22416,2025-11-03,15,NDLS,64.4,29,10
22416,2025-11-03,16,GZB,64.9,0,10
22416,2025-11-03,17,ALJN,69.3,12,14
22416,2025-11-03,18,TDL,73.0,0,6
22416,2025-11-03,19,CNB,71.3,0,11
12001,2025-10-11,1,GZB,0.6,13,5
12001,2025-10-11,2,ALJN,4.5,9,10
12001,2025-10-11,3,TDL,3.1,0,11
12001,2025-10-11,4,CNB,4.9,9,8
12001,2025-10-11,5,PRYJ,9.0,11,6
12001,2025-10-11,6,DDU,13.0,31,9
12001,2025-10-11,7,PNBE,20.1,0,7
12001,2025-10-11,8,HWH,18.6,0,9
12001,2025-10-11,9,BCT,20.0,0,13
12001,2025-10-11,10,BRC,20.3,0,10
12001,2025-10-11,11,RTM,25.1,0,10
12001,2025-10-11,12,KOTA,25.8,0,14
12616,2025-12-05,1,GZB,0.0,0,11
12616,2025-12-05,2,ALJN,0.2,0,15
12616,2025-12-05,3,TDL,2.7,0,11
12616,2025-12-05,4,CNB,11.2,0,16
12616,2025-12-05,5,PRYJ,2.5,0,8
12616,2025-12-05,6,DDU,2.2,0,2
12616,2025-12-05,7,PNBE,11.1,0,13
12616,2025-12-05,8,HWH,13.7,0,5
12616,2025-12-05,9,BCT,11.9,0,16
12616,2025-12-05,10,BRC,16.7,17,15
12616,2025-12-05,11,RTM,29.1,0,12
12616,2025-12-05,12,KOTA,28.0,24,3
12616,2025-12-05,13,MAS,28.4,0,14
12616,2025-12-05,14,SBC,40.0,30,9
12616,2025-12-05,15,NDLS,37.9,0,4
12616,2025-12-05,16,GZB,32.1,0,15
12616,2025-12-05,17,ALJN,39.6,0,10
12616,2025-12-05,18,TDL,44.8,0,16
12616,2025-12-05,19,CNB,50.0,29,15
12616,2025-12-05,20,PRYJ,52.0,0,16
12616,2025-12-05,21,DDU,55.3,29,5
12616,2025-12-05,22,PNBE,55.8,0,9
12616,2025-12-05,23,HWH,53.0,27,6
12925,2025-12-19,1,GZB,15.5,0,2
12925,2025-12-19,2,ALJN,25.1,0,16
12925,2025-12-19,3,TDL,22.2,0,12
12925,2025-12-19,4,CNB,29.1,0,9
12925,2025-12-19,5,PRYJ,29.4,0,17
12925,2025-12-19,6,DDU,23.9,0,12
12925,2025-12-19,7,PNBE,28.3,28,15
12925,2025-12-19,8,HWH,34.6,0,7
12925,2025-12-19,9,BCT,34.5,30,13
12925,2025-12-19,10,BRC,27.9,0,4
12925,2025-12-19,11,RTM,29.8,0,12
12925,2025-12-19,12,KOTA,27.2,23,14
12925,2025-12-19,13,MAS,24.8,0,14
12925,2025-12-19,14,SBC,27.2,21,13
12925,2025-12-19,15,NDLS,28.0,0,6
12925,2025-12-19,16,GZB,25.0,0,12
12925,2025-12-19,17,ALJN,35.0,0,2
12305,2025-10-03,1,GZB,0.0,0,9
12305,2025-10-03,2,ALJN,2.7,23,16
12305,2025-10-03,3,TDL,13.5,0,5
12305,2025-10-03,4,CNB,9.6,0,5
12305,2025-10-03,5,PRYJ,14.2,0,12
12305,2025-10-03,6,DDU,19.6,0,4
12305,2025-10-03,7,PNBE,23.5,21,15
12305,2025-10-03,8,HWH,29.9,20,9
12305,2025-10-03,9,BCT,33.9,0,11
12305,2025-10-03,10,BRC,29.7,23,16
12305,2025-10-03,11,RTM,25.3,0,2
12305,2025-10-03,12,KOTA,23.4,34,8
12305,2025-10-03,13,MAS,28.3,0,12
12305,2025-10-03,14,SBC,28.4,0,17
12305,2025-10-03,15,NDLS,32.0,0,13
12305,2025-10-03,16,GZB,33.1,12,13
12305,2025-10-03,17,ALJN,40.1,0,6
12305,2025-10-03,18,TDL,49.5,0,13
12305,2025-10-03,19,CNB,48.4,0,11
12305,2025-10-03,20,PRYJ,50.0,0,14
12305,2025-10-03,21,DDU,49.5,0,10
12863,2025-10-04,1,GZB,0.0,20,8
12863,2025-10-04,2,ALJN,3.4,0,16
12863,2025-10-04,3,TDL,1.5,0,2
12863,2025-10-04,4,CNB,2.2,22,17
12863,2025-10-04,5,PRYJ,2.8,0,10
12863,2025-10-04,6,DDU,0.0,0,3
12863,2025-10-04,7,PNBE,0.0,0,16
12863,2025-10-04,8,HWH,0.0,0,17
12863,2025-10-04,9,BCT,0.0,0,12
12863,2025-10-04,10,BRC,0.0,0,7
12863,2025-10-04,11,RTM,0.0,0,9
12863,2025-10-04,12,KOTA,0.0,13,2
12863,2025-10-04,13,MAS,0.0,28,10
12863,2025-10-04,14,SBC,0.0,0,6
12863,2025-10-04,15,NDLS,0.0,0,12
12863,2025-10-04,16,GZB,0.0,0,12
12863,2025-10-04,17,ALJN,0.0,11,14
12863,2025-10-04,18,TDL,0.0,31,6
12863,2025-10-04,19,CNB,0.0,27,12
12863,2025-10-04,20,PRYJ,0.0,0,2
12626,2025-12-15,1,GZB,0.0,0,3
12626,2025-12-15,2,ALJN,0.0,0,11
12626,2025-12-15,3,TDL,0.0,0,10
12626,2025-12-15,4,CNB,1.2,0,14
12626,2025-12-15,5,PRYJ,0.0,0,17
12626,2025-12-15,6,DDU,0.0,0,10
12626,2025-12-15,7,PNBE,4.6,31,16
12626,2025-12-15,8,HWH,6.6,0,9
12626,2025-12-15,9,BCT,2.4,0,10
12626,2025-12-15,10,BRC,4.9,11,15
12626,2025-12-15,11,RTM,5.9,13,9
12626,2025-12-15,12,KOTA,8.4,28,6
12626,2025-12-15,13,MAS,8.3,0,13
12626,2025-12-15,14,SBC,11.2,33,14
12626,2025-12-15,15,NDLS,17.3,24,8
12626,2025-12-15,16,GZB,18.0,0,12
12004,2025-12-12,1,GZB,12.2,0,16
12004,2025-12-12,2,ALJN,13.8,0,13
12004,2025-12-12,3,TDL,13.7,0,11
12004,2025-12-12,4,CNB,14.1,0,8
12004,2025-12-12,5,PRYJ,13.7,0,11
12004,2025-12-12,6,DDU,15.5,23,12
12004,2025-12-12,7,PNBE,12.2,0,4
12004,2025-12-12,8,HWH,6.1,0,3
12004,2025-12-12,9,BCT,7.2,5,17
12004,2025-12-12,10,BRC,10.7,0,2
12004,2025-12-12,11,RTM,16.1,0,14
12004,2025-12-12,12,KOTA,26.1,0,14
12004,2025-12-12,13,MAS,24.5,0,7
12004,2025-12-12,14,SBC,36.1,0,3
12004,2025-12-12,15,NDLS,35.6,0,8
12002,2025-11-03,1,GZB,23.8,0,14
12002,2025-11-03,2,ALJN,22.3,17,16
12002,2025-11-03,3,TDL,18.6,0,7
12002,2025-11-03,4,CNB,21.8,0,12
12002,2025-11-03,5,PRYJ,16.9,0,2
12002,2025-11-03,6,DDU,18.9,15,8
12002,2025-11-03,7,PNBE,25.9,0,15
12002,2025-11-03,8,HWH,25.9,0,6
12002,2025-11-03,9,BCT,33.7,0,16
12002,2025-11-03,10,BRC,38.3,0,12
12002,2025-11-03,11,RTM,41.2,0,12
12002,2025-11-03,12,KOTA,40.7,0,5
12002,2025-11-03,13,MAS,42.9,0,5
12301,2025-10-13,1,GZB,0.0,0,5
12301,2025-10-13,2,ALJN,0.0,0,3
12301,2025-10-13,3,TDL,0.0,0,11
12301,2025-10-13,4,CNB,7.2,0,8
12301,2025-10-13,5,PRYJ,4.9,0,12
12301,2025-10-13,6,DDU,4.8,0,15
12301,2025-10-13,7,PNBE,7.6,15,9
12301,2025-10-13,8,HWH,7.8,8,11
12301,2025-10-13,9,BCT,19.0,0,3
12301,2025-10-13,10,BRC,28.0,0,10
12301,2025-10-13,11,RTM,34.1,0,3
12301,2025-10-13,12,KOTA,33.1,21,14
12301,2025-10-13,13,MAS,36.9,5,2
12301,2025-10-13,14,SBC,33.9,0,15
12301,2025-10-13,15,NDLS,34.3,0,17
12301,2025-10-13,16,GZB,42.2,0,14
12301,2025-10-13,17,ALJN,46.6,0,4
12301,2025-10-13,18,TDL,50.2,0,17
12301,2025-10-13,19,CNB,50.1,0,2
12301,2025-10-13,20,PRYJ,52.0,32,16
12301,2025-10-13,21,DDU,51.9,0,17
12301,2025-10-13,22,PNBE,56.0,0,2
12301,2025-10-13,23,HWH,61.9,0,8
12301,2025-10-13,24,BCT,60.8,0,13
12801,2025-12-23,1,GZB,37.4,0,12
12801,2025-12-23,2,ALJN,41.1,23,6
12801,2025-12-23,3,TDL,40.0,12,7
12801,2025-12-23,4,CNB,42.0,0,4
12801,2025-12-23,5,PRYJ,38.3,0,4
12801,2025-12-23,6,DDU,44.8,0,9
12801,2025-12-23,7,PNBE,48.0,0,3
12801,2025-12-23,8,HWH,50.9,23,12
12801,2025-12-23,9,BCT,49.9,0,16
12801,2025-12-23,10,BRC,47.8,0,15
12801,2025-12-23,11,RTM,45.0,0,9
12801,2025-12-23,12,KOTA,41.9,0,14
12801,2025-12-23,13,MAS,43.0,0,3
12801,2025-12-23,14,SBC,37.4,0,8
12801,2025-12-23,15,NDLS,37.6,0,7
12801,2025-12-23,16,GZB,41.8,0,17
12801,2025-12-23,17,ALJN,43.9,17,4
12801,2025-12-23,18,TDL,50.7,0,8
12801,2025-12-23,19,CNB,49.7,5,8
12801,2025-12-23,20,PRYJ,45.3,0,15
12801,2025-12-23,21,DDU,45.9,0,2
12801,2025-12-23,22,PNBE,42.7,0,17
12801,2025-12-23,23,HWH,45.2,0,8
12801,2025-12-23,24,BCT,43.7,6,2
12626,2025-12-07,1,GZB,0.0,0,2
12626,2025-12-07,2,ALJN,0.0,0,16
12626,2025-12-07,3,TDL,0.0,0,13
12626,2025-12-07,4,CNB,1.1,10,9
12626,2025-12-07,5,PRYJ,0.0,0,16
12626,2025-12-07,6,DDU,0.0,0,14
12626,2025-12-07,7,PNBE,0.0,0,15
12626,2025-12-07,8,HWH,0.0,0,10
12626,2025-12-07,9,BCT,0.0,0,11
12626,2025-12-07,10,BRC,0.0,0,15
12626,2025-12-07,11,RTM,0.0,0,17
12626,2025-12-07,12,KOTA,0.0,0,15
12626,2025-12-07,13,MAS,4.8,0,5
12626,2025-12-07,14,SBC,8.2,0,3
12626,2025-12-07,15,NDLS,7.5,0,10
12301,2025-11-30,1,GZB,7.8,0,12
12301,2025-11-30,2,ALJN,14.5,0,6
12301,2025-11-30,3,TDL,17.8,0,2
12301,2025-11-30,4,CNB,21.3,0,10
12301,2025-11-30,5,PRYJ,27.1,10,17
12301,2025-11-30,6,DDU,33.4,0,16
12301,2025-11-30,7,PNBE,29.6,0,17
12301,2025-11-30,8,HWH,29.7,0,2
12301,2025-11-30,9,BCT,27.6,0,16
12301,2025-11-30,10,BRC,31.5,0,8
12301,2025-11-30,11,RTM,32.6,22,7
12301,2025-11-30,12,KOTA,36.7,0,2
12301,2025-11-30,13,MAS,45.6,0,9
12301,2025-11-30,14,SBC,42.8,0,10
12301,2025-11-30,15,NDLS,42.4,0,8
12301,2025-11-30,16,GZB,40.3,27,13
12301,2025-11-30,17,ALJN,47.0,0,13
12301,2025-11-30,18,TDL,45.5,0,12
12301,2025-11-30,19,CNB,43.5,0,10
12301,2025-11-30,20,PRYJ,45.4,0,12
12301,2025-11-30,21,DDU,49.8,0,17
12301,2025-11-30,22,PNBE,47.4,0,13
12807,2025-12-08,1,GZB,0.0,0,14
12807,2025-12-08,2,ALJN,0.0,0,6
12807,2025-12-08,3,TDL,0.0,15,13
12807,2025-12-08,4,CNB,0.0,0,9
12807,2025-12-08,5,PRYJ,0.0,7,10
12807,2025-12-08,6,DDU,0.0,0,4
12807,2025-12-08,7,PNBE,0.0,0,10
12807,2025-12-08,8,HWH,5.1,0,2
12807,2025-12-08,9,BCT,0.0,8,13
12807,2025-12-08,10,BRC,1.3,0,8
12807,2025-12-08,11,RTM,8.3,0,6
12807,2025-12-08,12,KOTA,4.8,27,13
12807,2025-12-08,13,MAS,8.4,0,4
12807,2025-12-08,14,SBC,7.4,26,10
12001,2025-10-11,1,GZB,3.8,0,13
12001,2025-10-11,2,ALJN,4.9,18,6
12001,2025-10-11,3,TDL,11.6,0,17
12001,2025-10-11,4,CNB,5.1,0,4
12001,2025-10-11,5,PRYJ,9.3,25,10
12001,2025-10-11,6,DDU,15.2,25,11
12001,2025-10-11,7,PNBE,13.8,0,8
12001,2025-10-11,8,HWH,16.7,0,2
12001,2025-10-11,9,BCT,17.1,0,7
12001,2025-10-11,10,BRC,28.5,0,15
12001,2025-10-11,11,RTM,25.8,0,11
12001,2025-10-11,12,KOTA,23.1,0,15
12807,2025-12-16,1,GZB,0.0,27,7
12807,2025-12-16,2,ALJN,0.0,0,14
12807,2025-12-16,3,TDL,0.0,0,5
12807,2025-12-16,4,CNB,0.0,0,12
12807,2025-12-16,5,PRYJ,0.0,0,8
12807,2025-12-16,6,DDU,0.0,0,2
12807,2025-12-16,7,PNBE,0.0,23,15
12807,2025-12-16,8,HWH,1.8,0,14
12807,2025-12-16,9,BCT,0.0,0,2
12807,2025-12-16,10,BRC,0.0,0,14
12807,2025-12-16,11,RTM,0.0,33,3
12002,2025-12-29,1,GZB,2.0,0,10
12002,2025-12-29,2,ALJN,0.6,25,5
12002,2025-12-29,3,TDL,1.8,0,8
12002,2025-12-29,4,CNB,0.0,0,8
12002,2025-12-29,5,PRYJ,0.0,0,3
12002,2025-12-29,6,DDU,0.0,0,9
12002,2025-12-29,7,PNBE,0.0,0,7
12002,2025-12-29,8,HWH,0.0,0,13
12002,2025-12-29,9,BCT,2.5,0,9
12002,2025-12-29,10,BRC,0.9,0,14
12002,2025-12-29,11,RTM,5.1,0,5
12002,2025-12-29,12,KOTA,8.1,0,9
12002,2025-12-29,13,MAS,7.8,0,3
12723,2025-10-02,1,GZB,0.0,0,11
12723,2025-10-02,2,ALJN,0.0,0,2
12723,2025-10-02,3,TDL,0.7,0,15
12723,2025-10-02,4,CNB,0.6,0,4
12723,2025-10-02,5,PRYJ,0.0,19,16
12723,2025-10-02,6,DDU,0.0,0,6
12723,2025-10-02,7,PNBE,2.2,0,2
12723,2025-10-02,8,HWH,4.0,5,3
12723,2025-10-02,9,BCT,17.5,0,7
12723,2025-10-02,10,BRC,15.1,0,10
12723,2025-10-02,11,RTM,14.0,0,11
12723,2025-10-02,12,KOTA,17.3,0,16
12723,2025-10-02,13,MAS,18.6,0,6
12723,2025-10-02,14,SBC,22.0,25,6
12723,2025-10-02,15,NDLS,26.5,0,2
12723,2025-10-02,16,GZB,28.3,0,14
12723,2025-10-02,17,ALJN,29.6,0,5
12723,2025-10-02,18,TDL,30.2,0,11
12723,2025-10-02,19,CNB,31.0,0,13
12626,2025-11-24,1,GZB,10.7,0,5
12626,2025-11-24,2,ALJN,14.4,0,12
12626,2025-11-24,3,TDL,13.4,0,3
12626,2025-11-24,4,CNB,15.2,0,4
12626,2025-11-24,5,PRYJ,6.6,7,7
12626,2025-11-24,6,DDU,13.2,0,4
12626,2025-11-24,7,PNBE,16.1,0,14
12626,2025-11-24,8,HWH,17.2,28,17
12626,2025-11-24,9,BCT,17.6,0,14
12626,2025-11-24,10,BRC,24.4,0,6
12626,2025-11-24,11,RTM,33.2,27,6
12626,2025-11-24,12,KOTA,33.0,23,6
12863,2025-12-24,1,GZB,0.0,0,14
12863,2025-12-24,2,ALJN,0.0,0,17
12863,2025-12-24,3,TDL,0.0,0,7
12863,2025-12-24,4,CNB,0.0,0,12
12863,2025-12-24,5,PRYJ,0.0,25,11
12863,2025-12-24,6,DDU,0.0,0,14
12863,2025-12-24,7,PNBE,0.0,0,9
12863,2025-12-24,8,HWH,0.0,0,10
12863,2025-12-24,9,BCT,0.0,0,16
12863,2025-12-24,10,BRC,0.0,16,15
12863,2025-12-24,11,RTM,0.0,0,4
12863,2025-12-24,12,KOTA,0.0,0,13
12863,2025-12-24,13,MAS,4.8,0,7
12863,2025-12-24,14,SBC,11.3,25,4
12863,2025-12-24,15,NDLS,21.5,0,4
12863,2025-12-24,16,GZB,27.9,0,16
12863,2025-12-24,17,ALJN,28.2,0,7
12863,2025-12-24,18,TDL,29.7,0,10
12953,2025-10-14,1,GZB,10.1,0,16
12953,2025-10-14,2,ALJN,17.9,33,8
12953,2025-10-14,3,TDL,13.0,0,2
12953,2025-10-14,4,CNB,17.0,0,10
12953,2025-10-14,5,PRYJ,24.2,0,2
12953,2025-10-14,6,DDU,28.2,0,4
12953,2025-10-14,7,PNBE,24.3,0,8
12953,2025-10-14,8,HWH,27.4,0,6
12953,2025-10-14,9,BCT,33.2,0,14
12953,2025-10-14,10,BRC,39.2,0,12
12953,2025-10-14,11,RTM,41.7,0,12
12953,2025-10-14,12,KOTA,45.0,0,6
12953,2025-10-14,13,MAS,51.4,0,4
12953,2025-10-14,14,SBC,53.3,0,12
12953,2025-10-14,15,NDLS,56.5,0,7
12626,2025-11-14,1,GZB,0.0,0,9
12626,2025-11-14,2,ALJN,0.0,0,13
12626,2025-11-14,3,TDL,0.0,23,8
12626,2025-11-14,4,CNB,0.0,0,4
12626,2025-11-14,5,PRYJ,0.8,0,3
12626,2025-11-14,6,DDU,0.0,0,15
12626,2025-11-14,7,PNBE,0.0,0,16
12626,2025-11-14,8,HWH,0.0,11,15
12626,2025-11-14,9,BCT,0.0,0,10
12626,2025-11-14,10,BRC,0.0,8,3
12626,2025-11-14,11,RTM,0.0,0,6
12626,2025-11-14,12,KOTA,0.0,0,11
12626,2025-11-14,13,MAS,0.0,0,15
12626,2025-11-14,14,SBC,0.0,0,15
12626,2025-11-14,15,NDLS,0.0,0,4
12626,2025-11-14,16,GZB,0.0,0,13
12626,2025-11-14,17,ALJN,0.0,0,9
12259,2025-10-24,1,GZB,22.0,0,10
12259,2025-10-24,2,ALJN,22.3,22,10
12259,2025-10-24,3,TDL,25.7,0,10
12259,2025-10-24,4,CNB,32.2,0,10
12259,2025-10-24,5,PRYJ,30.2,31,11
12259,2025-10-24,6,DDU,26.4,0,2
12259,2025-10-24,7,PNBE,33.0,29,14
12259,2025-10-24,8,HWH,34.2,0,3
